IncidentId,Factor_Type,Factor,Factor_Text
31205907,Human Factor,11,FOLLOWING TOO CLOSE
31206594,Human Factor,14,INATTENTION
31206906,Human Factor,26,FAILED TO KEEP PROPER LANE
31206907,Human Factor,26,FAILED TO KEEP PROPER LANE
31206908,Human Factor,18,NOT UNDER PROPER CONTROL
31206909,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31206910,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31206913,Human Factor,11,FOLLOWING TOO CLOSE
31206915,Human Factor,26,FAILED TO KEEP PROPER LANE
31206916,Human Factor,11,FOLLOWING TOO CLOSE
31206918,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31207376,Human Factor,17,MISJUDGE CLEARANCE
31207467,Human Factor,11,FOLLOWING TOO CLOSE
31207544,Human Factor,14,INATTENTION
31207569,Human Factor,14,INATTENTION
31207572,Human Factor,14,INATTENTION
31207576,Human Factor,14,INATTENTION
31207753,Human Factor,18,NOT UNDER PROPER CONTROL
31207958,Human Factor,04,DISTRACTION
31207959,Human Factor,04,DISTRACTION
31207962,Human Factor,11,FOLLOWING TOO CLOSE
31207963,Human Factor,11,FOLLOWING TOO CLOSE
31207964,Human Factor,12,IMPROPER BACKING
31208308,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31208310,Human Factor,14,INATTENTION
31208313,Human Factor,23,TURNING IMPROPERLY
31208317,Human Factor,14,INATTENTION
31208318,Human Factor,14,INATTENTION
31208466,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31208484,Human Factor,14,INATTENTION
31208730,Human Factor,11,FOLLOWING TOO CLOSE
31208750,Human Factor,26,FAILED TO KEEP PROPER LANE
31208846,Human Factor,04,DISTRACTION
31208954,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31208980,Human Factor,11,FOLLOWING TOO CLOSE
31208981,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31209127,Human Factor,03,DISREGARD TRAFFIC CONTROL
31210409,Human Factor,19,OVERCORRECTING/OVERSTEERING
31211824,Human Factor,13,IMPROPER PASSING
31211831,Human Factor,11,FOLLOWING TOO CLOSE
31211835,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31212337,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31212608,Human Factor,03,DISREGARD TRAFFIC CONTROL
31212722,Human Factor,12,IMPROPER BACKING
31213448,Human Factor,17,MISJUDGE CLEARANCE
31213612,Human Factor,26,FAILED TO KEEP PROPER LANE
31213705,Human Factor,03,DISREGARD TRAFFIC CONTROL
31213735,Human Factor,11,FOLLOWING TOO CLOSE
31213925,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31214305,Human Factor,14,INATTENTION
31214327,Human Factor,14,INATTENTION
31214329,Human Factor,18,NOT UNDER PROPER CONTROL
31214331,Human Factor,18,NOT UNDER PROPER CONTROL
31214335,Human Factor,18,NOT UNDER PROPER CONTROL
31214336,Human Factor,04,DISTRACTION
31214345,Human Factor,13,IMPROPER PASSING
31214883,Human Factor,01,ALCOHOL INVOLVEMENT
31215239,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31215242,Human Factor,04,DISTRACTION
31215251,Human Factor,10,FELL ASLEEP
31215534,Human Factor,14,INATTENTION
31216334,Human Factor,14,INATTENTION
31216355,Human Factor,01,ALCOHOL INVOLVEMENT
31216406,Human Factor,14,INATTENTION
31216633,Human Factor,04,DISTRACTION
31216990,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31217182,Human Factor,18,NOT UNDER PROPER CONTROL
31217425,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31217432,Human Factor,04,DISTRACTION
31217438,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31217446,Human Factor,26,FAILED TO KEEP PROPER LANE
31217451,Human Factor,11,FOLLOWING TOO CLOSE
31217984,Human Factor,17,MISJUDGE CLEARANCE
31217998,Human Factor,14,INATTENTION
31218013,Human Factor,12,IMPROPER BACKING
31218018,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31218747,Human Factor,03,DISREGARD TRAFFIC CONTROL
31218886,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31218889,Human Factor,04,DISTRACTION
31218890,Human Factor,14,INATTENTION
31218891,Human Factor,14,INATTENTION
31218947,Human Factor,14,INATTENTION
31218950,Human Factor,11,FOLLOWING TOO CLOSE
31218951,Human Factor,26,FAILED TO KEEP PROPER LANE
31219134,Human Factor,11,FOLLOWING TOO CLOSE
31219302,Human Factor,14,INATTENTION
31219304,Human Factor,17,MISJUDGE CLEARANCE
31219404,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31219841,Human Factor,04,DISTRACTION
31220116,Human Factor,18,NOT UNDER PROPER CONTROL
31220510,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31220566,Human Factor,04,DISTRACTION
31220666,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31220670,Human Factor,17,MISJUDGE CLEARANCE
31220886,Human Factor,14,INATTENTION
31220995,Human Factor,14,INATTENTION
31221063,Human Factor,11,FOLLOWING TOO CLOSE
31221441,Human Factor,11,FOLLOWING TOO CLOSE
31221862,Human Factor,14,INATTENTION
31221863,Human Factor,11,FOLLOWING TOO CLOSE
31221892,Human Factor,11,FOLLOWING TOO CLOSE
31221906,Human Factor,17,MISJUDGE CLEARANCE
31221959,Human Factor,26,FAILED TO KEEP PROPER LANE
31222112,Human Factor,14,INATTENTION
31222118,Human Factor,14,INATTENTION
31222122,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31222438,Human Factor,01,ALCOHOL INVOLVEMENT
31222461,Human Factor,01,ALCOHOL INVOLVEMENT
31222572,Human Factor,11,FOLLOWING TOO CLOSE
31222797,Human Factor,07,EXCEEDED STATED SPEED LIMIT
31222900,Human Factor,01,ALCOHOL INVOLVEMENT
31222901,Human Factor,01,ALCOHOL INVOLVEMENT
31223090,Human Factor,01,ALCOHOL INVOLVEMENT
31223127,Human Factor,18,NOT UNDER PROPER CONTROL
31223703,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31223768,Human Factor,17,MISJUDGE CLEARANCE
31223852,Human Factor,14,INATTENTION
31223854,Human Factor,11,FOLLOWING TOO CLOSE
31224579,Human Factor,14,INATTENTION
31224580,Human Factor,04,DISTRACTION
31224651,Human Factor,17,MISJUDGE CLEARANCE
31224681,Human Factor,12,IMPROPER BACKING
31224854,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31224855,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31224856,Human Factor,05,DRUG INVOLVEMENT
31225340,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31225443,Human Factor,03,DISREGARD TRAFFIC CONTROL
31225444,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31225445,Human Factor,17,MISJUDGE CLEARANCE
31225886,Human Factor,18,NOT UNDER PROPER CONTROL
31226436,Human Factor,01,ALCOHOL INVOLVEMENT
31226439,Human Factor,01,ALCOHOL INVOLVEMENT
31226471,Human Factor,18,NOT UNDER PROPER CONTROL
31227583,Human Factor,18,NOT UNDER PROPER CONTROL
31227597,Human Factor,01,ALCOHOL INVOLVEMENT
31227926,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31227946,Human Factor,04,DISTRACTION
31227954,Human Factor,17,MISJUDGE CLEARANCE
31227967,Human Factor,17,MISJUDGE CLEARANCE
31228058,Human Factor,11,FOLLOWING TOO CLOSE
31228060,Human Factor,14,INATTENTION
31228062,Human Factor,17,MISJUDGE CLEARANCE
31228532,Human Factor,04,DISTRACTION
31228534,Human Factor,17,MISJUDGE CLEARANCE
31228625,Human Factor,11,FOLLOWING TOO CLOSE
31228629,Human Factor,11,FOLLOWING TOO CLOSE
31229079,Human Factor,04,DISTRACTION
31229505,Human Factor,11,FOLLOWING TOO CLOSE
31229864,Human Factor,03,DISREGARD TRAFFIC CONTROL
31230387,Human Factor,02,CELL PHONE
31230419,Human Factor,02,CELL PHONE
31230539,Human Factor,12,IMPROPER BACKING
31230587,Human Factor,01,ALCOHOL INVOLVEMENT
31230824,Human Factor,04,DISTRACTION
31231249,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31231850,Human Factor,16,MEDICATION
31232840,Human Factor,12,IMPROPER BACKING
31232841,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31232842,Human Factor,02,CELL PHONE
31232845,Human Factor,14,INATTENTION
31232847,Human Factor,14,INATTENTION
31233011,Human Factor,14,INATTENTION
31233641,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31233643,Human Factor,17,MISJUDGE CLEARANCE
31233645,Human Factor,14,INATTENTION
31233646,Human Factor,11,FOLLOWING TOO CLOSE
31233648,Human Factor,12,IMPROPER BACKING
31233649,Human Factor,26,FAILED TO KEEP PROPER LANE
31233650,Human Factor,11,FOLLOWING TOO CLOSE
31233851,Human Factor,18,NOT UNDER PROPER CONTROL
31233917,Human Factor,12,IMPROPER BACKING
31234556,Human Factor,17,MISJUDGE CLEARANCE
31235324,Human Factor,23,TURNING IMPROPERLY
31235558,Human Factor,03,DISREGARD TRAFFIC CONTROL
31235559,Human Factor,11,FOLLOWING TOO CLOSE
31235560,Human Factor,01,ALCOHOL INVOLVEMENT
31235561,Human Factor,04,DISTRACTION
31235562,Human Factor,04,DISTRACTION
31235637,Human Factor,18,NOT UNDER PROPER CONTROL
31235699,Human Factor,26,FAILED TO KEEP PROPER LANE
31235817,Human Factor,23,TURNING IMPROPERLY
31235927,Human Factor,04,DISTRACTION
31236402,Human Factor,01,ALCOHOL INVOLVEMENT
31236403,Human Factor,11,FOLLOWING TOO CLOSE
31236410,Human Factor,26,FAILED TO KEEP PROPER LANE
31236517,Human Factor,26,FAILED TO KEEP PROPER LANE
31237385,Human Factor,18,NOT UNDER PROPER CONTROL
31237388,Human Factor,26,FAILED TO KEEP PROPER LANE
31238547,Human Factor,11,FOLLOWING TOO CLOSE
31238549,Human Factor,17,MISJUDGE CLEARANCE
31238557,Human Factor,14,INATTENTION
31238707,Human Factor,14,INATTENTION
31239067,Human Factor,14,INATTENTION
31239108,Human Factor,17,MISJUDGE CLEARANCE
31240132,Human Factor,17,MISJUDGE CLEARANCE
31240135,Human Factor,04,DISTRACTION
31240136,Human Factor,11,FOLLOWING TOO CLOSE
31240138,Human Factor,26,FAILED TO KEEP PROPER LANE
31240141,Human Factor,26,FAILED TO KEEP PROPER LANE
31240391,Human Factor,11,FOLLOWING TOO CLOSE
31240781,Human Factor,10,FELL ASLEEP
31240877,Human Factor,03,DISREGARD TRAFFIC CONTROL
31241113,Human Factor,12,IMPROPER BACKING
31241165,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31241197,Human Factor,17,MISJUDGE CLEARANCE
31241562,Human Factor,01,ALCOHOL INVOLVEMENT
31242396,Human Factor,01,ALCOHOL INVOLVEMENT
31242412,Human Factor,14,INATTENTION
31242482,Human Factor,11,FOLLOWING TOO CLOSE
31242557,Human Factor,14,INATTENTION
31243807,Human Factor,11,FOLLOWING TOO CLOSE
31243808,Human Factor,14,INATTENTION
31244293,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31244488,Human Factor,18,NOT UNDER PROPER CONTROL
31244489,Human Factor,11,FOLLOWING TOO CLOSE
31244490,Human Factor,03,DISREGARD TRAFFIC CONTROL
31244491,Human Factor,14,INATTENTION
31244492,Human Factor,14,INATTENTION
31244494,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31244496,Human Factor,17,MISJUDGE CLEARANCE
31244497,Human Factor,03,DISREGARD TRAFFIC CONTROL
31244517,Human Factor,15,LOST CONSCIOUSNESS/FAINTED
31244518,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31244519,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31244521,Human Factor,06,EMOTIONAL
31244522,Human Factor,11,FOLLOWING TOO CLOSE
31244830,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31244925,Human Factor,23,TURNING IMPROPERLY
31245338,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31245339,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31245795,Human Factor,17,MISJUDGE CLEARANCE
31245899,Human Factor,26,FAILED TO KEEP PROPER LANE
31245982,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31246129,Human Factor,11,FOLLOWING TOO CLOSE
31246307,Human Factor,17,MISJUDGE CLEARANCE
31246343,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31246414,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31246417,Human Factor,17,MISJUDGE CLEARANCE
31246579,Human Factor,14,INATTENTION
31246595,Human Factor,11,FOLLOWING TOO CLOSE
31247630,Human Factor,14,INATTENTION
31247738,Human Factor,17,MISJUDGE CLEARANCE
31248039,Human Factor,17,MISJUDGE CLEARANCE
31249776,Human Factor,14,INATTENTION
31249801,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31249816,Human Factor,11,FOLLOWING TOO CLOSE
31249856,Human Factor,14,INATTENTION
31249857,Human Factor,14,INATTENTION
31250015,Human Factor,14,INATTENTION
31250217,Human Factor,11,FOLLOWING TOO CLOSE
31250277,Human Factor,14,INATTENTION
31250451,Human Factor,14,INATTENTION
31250482,Human Factor,14,INATTENTION
31250483,Human Factor,11,FOLLOWING TOO CLOSE
31250759,Human Factor,17,MISJUDGE CLEARANCE
31251154,Human Factor,01,ALCOHOL INVOLVEMENT
31251173,Human Factor,14,INATTENTION
31251265,Human Factor,26,FAILED TO KEEP PROPER LANE
31251616,Human Factor,14,INATTENTION
31251711,Human Factor,18,NOT UNDER PROPER CONTROL
31251713,Human Factor,26,FAILED TO KEEP PROPER LANE
31251850,Human Factor,02,CELL PHONE
31251972,Human Factor,22,TOO FAST FOR CONDITIONS
31252011,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31252718,Human Factor,12,IMPROPER BACKING
31252720,Human Factor,14,INATTENTION
31252875,Human Factor,04,DISTRACTION
31252919,Human Factor,01,ALCOHOL INVOLVEMENT
31253109,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31253150,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31253151,Human Factor,18,NOT UNDER PROPER CONTROL
31253280,Human Factor,23,TURNING IMPROPERLY
31254262,Human Factor,14,INATTENTION
31254497,Human Factor,14,INATTENTION
31254598,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31254735,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31254939,Human Factor,11,FOLLOWING TOO CLOSE
31255094,Human Factor,14,INATTENTION
31255132,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31255133,Human Factor,11,FOLLOWING TOO CLOSE
31255230,Human Factor,02,CELL PHONE
31255238,Human Factor,26,FAILED TO KEEP PROPER LANE
31255242,Human Factor,18,NOT UNDER PROPER CONTROL
31255298,Human Factor,12,IMPROPER BACKING
31255299,Human Factor,17,MISJUDGE CLEARANCE
31255731,Human Factor,12,IMPROPER BACKING
31256070,Human Factor,17,MISJUDGE CLEARANCE
31256401,Human Factor,01,ALCOHOL INVOLVEMENT
31256417,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31256611,Human Factor,14,INATTENTION
31256612,Human Factor,21,SICK
31256613,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31256614,Human Factor,14,INATTENTION
31256615,Human Factor,11,FOLLOWING TOO CLOSE
31256616,Human Factor,22,TOO FAST FOR CONDITIONS
31256617,Human Factor,14,INATTENTION
31257879,Human Factor,23,TURNING IMPROPERLY
31257882,Human Factor,02,CELL PHONE
31257886,Human Factor,18,NOT UNDER PROPER CONTROL
31257890,Human Factor,11,FOLLOWING TOO CLOSE
31257892,Human Factor,11,FOLLOWING TOO CLOSE
31257894,Human Factor,04,DISTRACTION
31257895,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31259224,Human Factor,17,MISJUDGE CLEARANCE
31259735,Human Factor,03,DISREGARD TRAFFIC CONTROL
31259822,Human Factor,18,NOT UNDER PROPER CONTROL
31259823,Human Factor,26,FAILED TO KEEP PROPER LANE
31259824,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31259863,Human Factor,17,MISJUDGE CLEARANCE
31259864,Human Factor,14,INATTENTION
31259870,Human Factor,18,NOT UNDER PROPER CONTROL
31259871,Human Factor,12,IMPROPER BACKING
31259872,Human Factor,14,INATTENTION
31259877,Human Factor,12,IMPROPER BACKING
31260090,Human Factor,02,CELL PHONE
31260595,Human Factor,17,MISJUDGE CLEARANCE
31260597,Human Factor,18,NOT UNDER PROPER CONTROL
31260598,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31261051,Human Factor,02,CELL PHONE
31261056,Human Factor,07,EXCEEDED STATED SPEED LIMIT
31261171,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31261605,Human Factor,11,FOLLOWING TOO CLOSE
31261721,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31261781,Human Factor,06,EMOTIONAL
31261801,Human Factor,01,ALCOHOL INVOLVEMENT
31261946,Human Factor,04,DISTRACTION
31262478,Human Factor,23,TURNING IMPROPERLY
31263331,Human Factor,14,INATTENTION
31263474,Human Factor,11,FOLLOWING TOO CLOSE
31264042,Human Factor,26,FAILED TO KEEP PROPER LANE
31264410,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31264412,Human Factor,26,FAILED TO KEEP PROPER LANE
31264417,Human Factor,18,NOT UNDER PROPER CONTROL
31264418,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31264422,Human Factor,12,IMPROPER BACKING
31264423,Human Factor,22,TOO FAST FOR CONDITIONS
31264425,Human Factor,14,INATTENTION
31264426,Human Factor,03,DISREGARD TRAFFIC CONTROL
31264427,Human Factor,03,DISREGARD TRAFFIC CONTROL
31264428,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31264429,Human Factor,18,NOT UNDER PROPER CONTROL
31264430,Human Factor,04,DISTRACTION
31264431,Human Factor,11,FOLLOWING TOO CLOSE
31264432,Human Factor,04,DISTRACTION
31264433,Human Factor,14,INATTENTION
31264434,Human Factor,04,DISTRACTION
31264435,Human Factor,14,INATTENTION
31264436,Human Factor,17,MISJUDGE CLEARANCE
31264437,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31264439,Human Factor,12,IMPROPER BACKING
31264440,Human Factor,18,NOT UNDER PROPER CONTROL
31264441,Human Factor,17,MISJUDGE CLEARANCE
31264442,Human Factor,26,FAILED TO KEEP PROPER LANE
31264443,Human Factor,04,DISTRACTION
31264444,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31264445,Human Factor,12,IMPROPER BACKING
31264447,Human Factor,11,FOLLOWING TOO CLOSE
31264777,Human Factor,17,MISJUDGE CLEARANCE
31264780,Human Factor,18,NOT UNDER PROPER CONTROL
31264782,Human Factor,12,IMPROPER BACKING
31264788,Human Factor,11,FOLLOWING TOO CLOSE
31264794,Human Factor,12,IMPROPER BACKING
31265125,Human Factor,17,MISJUDGE CLEARANCE
31265292,Human Factor,15,LOST CONSCIOUSNESS/FAINTED
31265517,Human Factor,14,INATTENTION
31265737,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31266138,Human Factor,11,FOLLOWING TOO CLOSE
31266139,Human Factor,17,MISJUDGE CLEARANCE
31266140,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31266149,Human Factor,11,FOLLOWING TOO CLOSE
31266681,Human Factor,04,DISTRACTION
31266707,Human Factor,03,DISREGARD TRAFFIC CONTROL
31266720,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31266857,Human Factor,04,DISTRACTION
31266889,Human Factor,17,MISJUDGE CLEARANCE
31267059,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31267064,Human Factor,11,FOLLOWING TOO CLOSE
31267173,Human Factor,12,IMPROPER BACKING
31267174,Human Factor,12,IMPROPER BACKING
31267189,Human Factor,11,FOLLOWING TOO CLOSE
31267359,Human Factor,02,CELL PHONE
31267380,Human Factor,17,MISJUDGE CLEARANCE
31267382,Human Factor,04,DISTRACTION
31267955,Human Factor,06,EMOTIONAL
31268071,Human Factor,01,ALCOHOL INVOLVEMENT
31268711,Human Factor,17,MISJUDGE CLEARANCE
31268712,Human Factor,12,IMPROPER BACKING
31269426,Human Factor,17,MISJUDGE CLEARANCE
31269430,Human Factor,14,INATTENTION
31269431,Human Factor,11,FOLLOWING TOO CLOSE
31269864,Human Factor,22,TOO FAST FOR CONDITIONS
31269865,Human Factor,11,FOLLOWING TOO CLOSE
31269866,Human Factor,18,NOT UNDER PROPER CONTROL
31270196,Human Factor,23,TURNING IMPROPERLY
31270562,Human Factor,12,IMPROPER BACKING
31270755,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31270879,Human Factor,18,NOT UNDER PROPER CONTROL
31270888,Human Factor,04,DISTRACTION
31270891,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31272441,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31272565,Human Factor,13,IMPROPER PASSING
31272891,Human Factor,17,MISJUDGE CLEARANCE
31272976,Human Factor,04,DISTRACTION
31273889,Human Factor,12,IMPROPER BACKING
31273890,Human Factor,04,DISTRACTION
31274349,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31274366,Human Factor,11,FOLLOWING TOO CLOSE
31274373,Human Factor,11,FOLLOWING TOO CLOSE
31274382,Human Factor,17,MISJUDGE CLEARANCE
31274386,Human Factor,17,MISJUDGE CLEARANCE
31274674,Human Factor,14,INATTENTION
31275366,Human Factor,11,FOLLOWING TOO CLOSE
31276040,Human Factor,17,MISJUDGE CLEARANCE
31276046,Human Factor,04,DISTRACTION
31276582,Human Factor,26,FAILED TO KEEP PROPER LANE
31276873,Human Factor,04,DISTRACTION
31276874,Human Factor,11,FOLLOWING TOO CLOSE
31276878,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31276881,Human Factor,02,CELL PHONE
31276882,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31276884,Human Factor,11,FOLLOWING TOO CLOSE
31276885,Human Factor,18,NOT UNDER PROPER CONTROL
31276887,Human Factor,18,NOT UNDER PROPER CONTROL
31276888,Human Factor,14,INATTENTION
31276891,Human Factor,14,INATTENTION
31276894,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31276895,Human Factor,11,FOLLOWING TOO CLOSE
31277285,Human Factor,17,MISJUDGE CLEARANCE
31277473,Human Factor,04,DISTRACTION
31277510,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31277511,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31277646,Human Factor,14,INATTENTION
31277864,Human Factor,14,INATTENTION
31278007,Human Factor,14,INATTENTION
31278298,Human Factor,13,IMPROPER PASSING
31278472,Human Factor,17,MISJUDGE CLEARANCE
31278485,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31278701,Human Factor,14,INATTENTION
31278781,Human Factor,01,ALCOHOL INVOLVEMENT
31278887,Human Factor,17,MISJUDGE CLEARANCE
31278891,Human Factor,17,MISJUDGE CLEARANCE
31279144,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31279145,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31280124,Human Factor,21,SICK
31280134,Human Factor,04,DISTRACTION
31280144,Human Factor,17,MISJUDGE CLEARANCE
31280145,Human Factor,03,DISREGARD TRAFFIC CONTROL
31280248,Human Factor,11,FOLLOWING TOO CLOSE
31280254,Human Factor,04,DISTRACTION
31280425,Human Factor,11,FOLLOWING TOO CLOSE
31281123,Human Factor,17,MISJUDGE CLEARANCE
31281587,Human Factor,17,MISJUDGE CLEARANCE
31281589,Human Factor,04,DISTRACTION
31281629,Human Factor,14,INATTENTION
31281755,Human Factor,17,MISJUDGE CLEARANCE
31281784,Human Factor,01,ALCOHOL INVOLVEMENT
31281802,Human Factor,23,TURNING IMPROPERLY
31281805,Human Factor,17,MISJUDGE CLEARANCE
31281806,Human Factor,18,NOT UNDER PROPER CONTROL
31282011,Human Factor,26,FAILED TO KEEP PROPER LANE
31282086,Human Factor,26,FAILED TO KEEP PROPER LANE
31282144,Human Factor,26,FAILED TO KEEP PROPER LANE
31282156,Human Factor,11,FOLLOWING TOO CLOSE
31282157,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
